# ------------------------------------------------------------------------
# NASA-GSFC Planetary Spectrum Generator (PSG, Villanueva et al. 2018, 2022)
# Atmospheric transmittance spectrum synthesized with PUMAS
# Synthesized on Fri Jan  7 16:11:34 2022
# Spectral unit: Frequency[cm-1]
# ------------------------------------------------------------------------
# Wave/freq Total H2O CO2 O3 N2O CO CH4 O2 N2 Rayleigh CIA
1.297658059e+03 2.66081e-02 9.99999e-01 1.00000e+00 1.00000e+00 9.94066e-01 1.00000e+00 2.67679e-02 1.00000e+00 1.00000e+00 1.00000e+00 9.99990e-01
1.297655464e+03 3.58298e-02 9.99999e-01 1.00000e+00 1.00000e+00 9.94232e-01 1.00000e+00 3.60373e-02 1.00000e+00 1.00000e+00 1.00000e+00 9.99990e-01
1.297652868e+03 1.90748e-01 9.99999e-01 1.00000e+00 1.00000e+00 9.94382e-01 1.00000e+00 1.91825e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99990e-01
1.297650273e+03 4.13212e-01 9.99999e-01 1.00000e+00 1.00000e+00 9.94520e-01 1.00000e+00 4.15491e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99990e-01
1.297647678e+03 5.81393e-01 9.99999e-01 1.00000e+00 1.00000e+00 9.94649e-01 1.00000e+00 5.84526e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99990e-01
1.297645082e+03 6.86490e-01 9.99999e-01 1.00000e+00 1.00000e+00 9.94770e-01 1.00000e+00 6.90107e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99990e-01
1.297642487e+03 7.40806e-01 9.99999e-01 1.00000e+00 1.00000e+00 9.94885e-01 1.00000e+00 7.44624e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99990e-01
1.297639892e+03 7.47477e-01 9.99999e-01 1.00000e+00 1.00000e+00 9.94995e-01 1.00000e+00 7.51246e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99990e-01
1.297637297e+03 7.50922e-01 9.99999e-01 1.00000e+00 1.00000e+00 9.95099e-01 1.00000e+00 7.54630e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99989e-01
1.297634701e+03 8.00893e-01 9.99999e-01 1.00000e+00 1.00000e+00 9.95197e-01 1.00000e+00 8.04768e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99989e-01
1.297632106e+03 8.55691e-01 9.99999e-01 1.00000e+00 1.00000e+00 9.95292e-01 1.00000e+00 8.59749e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99989e-01
1.297629511e+03 8.91900e-01 9.99999e-01 1.00000e+00 1.00000e+00 9.95381e-01 1.00000e+00 8.96050e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99989e-01
1.297626916e+03 9.12455e-01 9.99999e-01 1.00000e+00 1.00000e+00 9.95467e-01 1.00000e+00 9.16622e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99989e-01
1.297624320e+03 9.25243e-01 9.99999e-01 1.00000e+00 1.00000e+00 9.95548e-01 1.00000e+00 9.29393e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99989e-01
1.297621725e+03 9.33379e-01 9.99999e-01 1.00000e+00 1.00000e+00 9.95625e-01 1.00000e+00 9.37493e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99989e-01
1.297619130e+03 9.37960e-01 9.99999e-01 1.00000e+00 1.00000e+00 9.95697e-01 1.00000e+00 9.42026e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99989e-01
1.297616535e+03 9.38816e-01 9.99999e-01 1.00000e+00 1.00000e+00 9.95765e-01 1.00000e+00 9.42821e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99989e-01
1.297613939e+03 9.34031e-01 9.99999e-01 1.00000e+00 1.00000e+00 9.95828e-01 1.00000e+00 9.37957e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99989e-01
1.297611344e+03 9.16843e-01 9.99999e-01 1.00000e+00 1.00000e+00 9.95886e-01 1.00000e+00 9.20643e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99989e-01
1.297608749e+03 8.83258e-01 9.99999e-01 1.00000e+00 1.00000e+00 9.95937e-01 1.00000e+00 8.86874e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99989e-01
1.297606154e+03 8.91578e-01 9.99999e-01 1.00000e+00 1.00000e+00 9.95980e-01 1.00000e+00 8.95188e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99988e-01
1.297603558e+03 9.28731e-01 9.99999e-01 1.00000e+00 1.00000e+00 9.96011e-01 1.00000e+00 9.32463e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99988e-01
1.297600963e+03 9.48021e-01 9.99999e-01 1.00000e+00 1.00000e+00 9.96026e-01 1.00000e+00 9.51816e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99988e-01
1.297598368e+03 9.57549e-01 9.99998e-01 1.00000e+00 1.00000e+00 9.96015e-01 1.00000e+00 9.61393e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99988e-01
1.297595773e+03 9.62841e-01 9.99998e-01 1.00000e+00 1.00000e+00 9.95958e-01 1.00000e+00 9.66762e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99988e-01
1.297593178e+03 9.65831e-01 9.99998e-01 1.00000e+00 1.00000e+00 9.95813e-01 1.00000e+00 9.69905e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99988e-01
1.297590583e+03 9.67058e-01 9.99998e-01 1.00000e+00 1.00000e+00 9.95478e-01 1.00000e+00 9.71464e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99988e-01
1.297587987e+03 9.65940e-01 9.99998e-01 1.00000e+00 1.00000e+00 9.94596e-01 1.00000e+00 9.71201e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99989e-01
1.297585392e+03 9.65412e-01 9.99998e-01 1.00000e+00 1.00000e+00 9.93982e-01 1.00000e+00 9.71270e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99989e-01
1.297582797e+03 9.69432e-01 9.99998e-01 1.00000e+00 1.00000e+00 9.95218e-01 1.00000e+00 9.74103e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99989e-01
1.297580202e+03 9.72012e-01 9.99998e-01 1.00000e+00 1.00000e+00 9.95854e-01 1.00000e+00 9.76071e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99989e-01
1.297577607e+03 9.73247e-01 9.99998e-01 1.00000e+00 1.00000e+00 9.96164e-01 1.00000e+00 9.77008e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99989e-01
1.297575012e+03 9.73892e-01 9.99998e-01 1.00000e+00 1.00000e+00 9.96354e-01 1.00000e+00 9.77470e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99989e-01
1.297572416e+03 9.74189e-01 9.99998e-01 1.00000e+00 1.00000e+00 9.96469e-01 1.00000e+00 9.77654e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99989e-01
1.297569821e+03 9.74247e-01 9.99998e-01 1.00000e+00 1.00000e+00 9.96556e-01 1.00000e+00 9.77627e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99989e-01
1.297567226e+03 9.74131e-01 9.99998e-01 1.00000e+00 1.00000e+00 9.96651e-01 1.00000e+00 9.77417e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99989e-01
1.297564631e+03 9.73821e-01 9.99998e-01 1.00000e+00 1.00000e+00 9.96717e-01 1.00000e+00 9.77041e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99989e-01
1.297562036e+03 9.73332e-01 9.99998e-01 1.00000e+00 1.00000e+00 9.96768e-01 1.00000e+00 9.76501e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99989e-01
1.297559441e+03 9.72660e-01 9.99998e-01 1.00000e+00 1.00000e+00 9.96807e-01 1.00000e+00 9.75788e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99989e-01
1.297556846e+03 9.71790e-01 9.99998e-01 1.00000e+00 1.00000e+00 9.96834e-01 1.00000e+00 9.74890e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99989e-01
1.297554251e+03 9.70694e-01 9.99998e-01 1.00000e+00 1.00000e+00 9.96840e-01 1.00000e+00 9.73784e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99989e-01
1.297551655e+03 9.69307e-01 9.99998e-01 1.00000e+00 1.00000e+00 9.96792e-01 1.00000e+00 9.72440e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99989e-01
1.297549060e+03 9.67672e-01 9.99998e-01 1.00000e+00 1.00000e+00 9.96777e-01 1.00000e+00 9.70813e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99989e-01
1.297546465e+03 9.65841e-01 9.99998e-01 1.00000e+00 1.00000e+00 9.96913e-01 1.00000e+00 9.68844e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99989e-01
1.297543870e+03 9.63521e-01 9.99998e-01 1.00000e+00 1.00000e+00 9.96989e-01 1.00000e+00 9.66443e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99989e-01
1.297541275e+03 9.60608e-01 9.99998e-01 1.00000e+00 1.00000e+00 9.97038e-01 1.00000e+00 9.63474e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99989e-01
1.297538680e+03 9.56899e-01 9.99998e-01 1.00000e+00 1.00000e+00 9.97076e-01 1.00000e+00 9.59718e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99989e-01
1.297536085e+03 9.52016e-01 9.99998e-01 1.00000e+00 1.00000e+00 9.97107e-01 1.00000e+00 9.54791e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99990e-01
1.297533490e+03 9.45216e-01 9.99998e-01 1.00000e+00 1.00000e+00 9.97134e-01 1.00000e+00 9.47945e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99990e-01
1.297530895e+03 9.34880e-01 9.99998e-01 1.00000e+00 1.00000e+00 9.97159e-01 1.00000e+00 9.37556e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99990e-01
1.297528300e+03 9.16749e-01 9.99998e-01 1.00000e+00 1.00000e+00 9.97182e-01 1.00000e+00 9.19351e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99990e-01
1.297525705e+03 8.80793e-01 9.99998e-01 1.00000e+00 1.00000e+00 9.97202e-01 1.00000e+00 8.83276e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99990e-01
1.297523110e+03 8.53872e-01 9.99998e-01 1.00000e+00 1.00000e+00 9.97222e-01 1.00000e+00 8.56262e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99990e-01
1.297520515e+03 8.71451e-01 9.99998e-01 9.99999e-01 1.00000e+00 9.97240e-01 1.00000e+00 8.73874e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99990e-01
1.297517920e+03 8.72905e-01 9.99998e-01 9.99999e-01 1.00000e+00 9.97257e-01 1.00000e+00 8.75317e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99990e-01
1.297515325e+03 8.36386e-01 9.99998e-01 9.99999e-01 1.00000e+00 9.97273e-01 1.00000e+00 8.38683e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99990e-01
1.297512729e+03 7.90393e-01 9.99998e-01 9.99999e-01 1.00000e+00 9.97287e-01 1.00000e+00 7.92552e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99990e-01
1.297510134e+03 8.08118e-01 9.99998e-01 9.99999e-01 1.00000e+00 9.97301e-01 1.00000e+00 8.10315e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99990e-01
1.297507539e+03 8.09716e-01 9.99998e-01 9.99999e-01 1.00000e+00 9.97313e-01 1.00000e+00 8.11908e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99990e-01
1.297504944e+03 7.79151e-01 9.99998e-01 9.99999e-01 1.00000e+00 9.97325e-01 1.00000e+00 7.81251e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99990e-01
1.297502349e+03 7.25868e-01 9.99998e-01 9.99999e-01 1.00000e+00 9.97335e-01 1.00000e+00 7.27817e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99990e-01
1.297499754e+03 6.45233e-01 9.99998e-01 9.99999e-01 1.00000e+00 9.97343e-01 1.00000e+00 6.46960e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99990e-01
1.297497159e+03 5.26448e-01 9.99998e-01 9.99999e-01 1.00000e+00 9.97350e-01 1.00000e+00 5.27853e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99990e-01
1.297494564e+03 3.59331e-01 9.99998e-01 9.99999e-01 1.00000e+00 9.97356e-01 1.00000e+00 3.60289e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99990e-01
1.297491969e+03 1.60403e-01 9.99998e-01 9.99999e-01 1.00000e+00 9.97358e-01 1.00000e+00 1.60830e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99990e-01
1.297489374e+03 2.34383e-02 9.99998e-01 9.99999e-01 1.00000e+00 9.97358e-01 1.00000e+00 2.35007e-02 1.00000e+00 1.00000e+00 1.00000e+00 9.99990e-01
1.297486780e+03 1.01507e-03 9.99998e-01 9.99999e-01 1.00000e+00 9.97353e-01 1.00000e+00 1.01778e-03 1.00000e+00 1.00000e+00 1.00000e+00 9.99990e-01
1.297484185e+03 1.19799e-02 9.99998e-01 9.99999e-01 1.00000e+00 9.97341e-01 1.00000e+00 1.20121e-02 1.00000e+00 1.00000e+00 1.00000e+00 9.99991e-01
1.297481590e+03 1.16223e-01 9.99998e-01 9.99999e-01 1.00000e+00 9.97316e-01 1.00000e+00 1.16538e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99991e-01
1.297478995e+03 3.09372e-01 9.99998e-01 9.99999e-01 1.00000e+00 9.97281e-01 1.00000e+00 3.10220e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99991e-01
1.297476400e+03 4.88486e-01 9.99998e-01 9.99999e-01 1.00000e+00 9.97216e-01 1.00000e+00 4.89857e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99991e-01
1.297473805e+03 6.20608e-01 9.99998e-01 9.99999e-01 1.00000e+00 9.97075e-01 1.00000e+00 6.22438e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99991e-01
1.297471210e+03 7.12188e-01 9.99998e-01 9.99999e-01 1.00000e+00 9.96700e-01 1.00000e+00 7.14559e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99991e-01
1.297468615e+03 7.75200e-01 9.99998e-01 9.99999e-01 1.00000e+00 9.95872e-01 1.00000e+00 7.78425e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99991e-01
1.297466020e+03 8.20965e-01 9.99998e-01 9.99999e-01 1.00000e+00 9.96503e-01 1.00000e+00 8.23854e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99991e-01
1.297463425e+03 8.54792e-01 9.99998e-01 9.99999e-01 1.00000e+00 9.97020e-01 1.00000e+00 8.57356e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99991e-01
1.297460830e+03 8.79759e-01 9.99998e-01 9.99999e-01 1.00000e+00 9.97202e-01 1.00000e+00 8.82238e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99991e-01
1.297458235e+03 8.98672e-01 9.99998e-01 9.99999e-01 1.00000e+00 9.97290e-01 1.00000e+00 9.01126e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99991e-01
1.297455640e+03 9.13342e-01 9.99998e-01 9.99999e-01 1.00000e+00 9.97338e-01 1.00000e+00 9.15791e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99991e-01
1.297453045e+03 9.24935e-01 9.99998e-01 9.99999e-01 1.00000e+00 9.97365e-01 1.00000e+00 9.27390e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99991e-01
1.297450450e+03 9.34245e-01 9.99998e-01 9.99999e-01 1.00000e+00 9.97381e-01 1.00000e+00 9.36710e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99991e-01
1.297447856e+03 9.41826e-01 9.99997e-01 9.99999e-01 1.00000e+00 9.97390e-01 1.00000e+00 9.44302e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99991e-01
1.297445261e+03 9.48074e-01 9.99997e-01 9.99999e-01 1.00000e+00 9.97395e-01 1.00000e+00 9.50563e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99991e-01
1.297442666e+03 9.53279e-01 9.99997e-01 9.99999e-01 1.00000e+00 9.97395e-01 1.00000e+00 9.55781e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99991e-01
1.297440071e+03 9.57656e-01 9.99997e-01 9.99999e-01 1.00000e+00 9.97393e-01 1.00000e+00 9.60172e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99991e-01
1.297437476e+03 9.61366e-01 9.99997e-01 9.99999e-01 1.00000e+00 9.97388e-01 1.00000e+00 9.63896e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99991e-01
1.297434881e+03 9.64531e-01 9.99997e-01 9.99999e-01 1.00000e+00 9.97380e-01 1.00000e+00 9.67078e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99991e-01
1.297432286e+03 9.67247e-01 9.99997e-01 9.99998e-01 1.00000e+00 9.97367e-01 1.00000e+00 9.69813e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99991e-01
1.297429691e+03 9.69585e-01 9.99997e-01 9.99998e-01 1.00000e+00 9.97349e-01 1.00000e+00 9.72175e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99992e-01
1.297427097e+03 9.71598e-01 9.99997e-01 9.99998e-01 1.00000e+00 9.97319e-01 1.00000e+00 9.74222e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99992e-01
1.297424502e+03 9.73318e-01 9.99997e-01 9.99998e-01 1.00000e+00 9.97263e-01 1.00000e+00 9.76002e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99992e-01
1.297421907e+03 9.74746e-01 9.99997e-01 9.99998e-01 1.00000e+00 9.97144e-01 1.00000e+00 9.77550e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99992e-01
1.297419312e+03 9.76119e-01 9.99997e-01 9.99998e-01 1.00000e+00 9.97179e-01 1.00000e+00 9.78893e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99992e-01
1.297416717e+03 9.77345e-01 9.99997e-01 9.99998e-01 1.00000e+00 9.97253e-01 1.00000e+00 9.80051e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99992e-01
1.297414122e+03 9.78349e-01 9.99997e-01 9.99998e-01 1.00000e+00 9.97273e-01 1.00000e+00 9.81038e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99992e-01
1.297411528e+03 9.79173e-01 9.99997e-01 9.99998e-01 1.00000e+00 9.97275e-01 1.00000e+00 9.81863e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99992e-01
1.297408933e+03 9.79832e-01 9.99997e-01 9.99997e-01 1.00000e+00 9.97268e-01 1.00000e+00 9.82530e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99992e-01
1.297406338e+03 9.80316e-01 9.99997e-01 9.99997e-01 1.00000e+00 9.97256e-01 1.00000e+00 9.83027e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99992e-01
1.297403743e+03 9.80603e-01 9.99997e-01 9.99997e-01 1.00000e+00 9.97241e-01 1.00000e+00 9.83329e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99992e-01
1.297401148e+03 9.80650e-01 9.99997e-01 9.99997e-01 1.00000e+00 9.97223e-01 1.00000e+00 9.83394e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99992e-01
1.297398554e+03 9.80378e-01 9.99997e-01 9.99997e-01 1.00000e+00 9.97203e-01 1.00000e+00 9.83142e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99992e-01
1.297395959e+03 9.79638e-01 9.99997e-01 9.99996e-01 1.00000e+00 9.97179e-01 1.00000e+00 9.82425e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99992e-01
1.297393364e+03 9.78152e-01 9.99996e-01 9.99996e-01 1.00000e+00 9.97154e-01 1.00000e+00 9.80958e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99992e-01
1.297390769e+03 9.75335e-01 9.99996e-01 9.99996e-01 1.00000e+00 9.97132e-01 1.00000e+00 9.78155e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99992e-01
1.297388174e+03 9.69850e-01 9.99996e-01 9.99995e-01 1.00000e+00 9.97106e-01 1.00000e+00 9.72681e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99992e-01
1.297385580e+03 9.58298e-01 9.99996e-01 9.99995e-01 1.00000e+00 9.97077e-01 1.00000e+00 9.61123e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99992e-01
1.297382985e+03 9.31359e-01 9.99996e-01 9.99994e-01 1.00000e+00 9.97046e-01 1.00000e+00 9.34135e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99992e-01
1.297380390e+03 9.01028e-01 9.99996e-01 9.99993e-01 1.00000e+00 9.97013e-01 1.00000e+00 9.03744e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99992e-01
1.297377795e+03 9.23926e-01 9.99996e-01 9.99992e-01 1.00000e+00 9.96977e-01 1.00000e+00 9.26746e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99992e-01
1.297375201e+03 9.53023e-01 9.99996e-01 9.99991e-01 1.00000e+00 9.96938e-01 1.00000e+00 9.55971e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99992e-01
1.297372606e+03 9.65934e-01 9.99996e-01 9.99990e-01 1.00000e+00 9.96896e-01 1.00000e+00 9.68962e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99992e-01
1.297370011e+03 9.71058e-01 9.99996e-01 9.99989e-01 1.00000e+00 9.96852e-01 1.00000e+00 9.74148e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99992e-01
1.297367416e+03 9.72073e-01 9.99996e-01 9.99986e-01 1.00000e+00 9.96804e-01 1.00000e+00 9.75215e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99992e-01
1.297364822e+03 9.69533e-01 9.99996e-01 9.99984e-01 1.00000e+00 9.96752e-01 1.00000e+00 9.72720e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99992e-01
1.297362227e+03 9.62906e-01 9.99995e-01 9.99980e-01 1.00000e+00 9.96696e-01 1.00000e+00 9.66130e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99992e-01
1.297359632e+03 9.53498e-01 9.99995e-01 9.99975e-01 1.00000e+00 9.96635e-01 1.00000e+00 9.56753e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99992e-01
1.297357037e+03 9.32061e-01 9.99995e-01 9.99967e-01 1.00000e+00 9.96570e-01 1.00000e+00 9.35312e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99992e-01
1.297354443e+03 8.85997e-01 9.99995e-01 9.99954e-01 1.00000e+00 9.96498e-01 1.00000e+00 8.89162e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99992e-01
1.297351848e+03 8.53529e-01 9.99995e-01 9.99932e-01 1.00000e+00 9.96420e-01 1.00000e+00 8.56665e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99992e-01
1.297349253e+03 8.96998e-01 9.99995e-01 9.99889e-01 1.00000e+00 9.96334e-01 1.00000e+00 9.00411e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99992e-01
1.297346659e+03 9.39411e-01 9.99995e-01 9.99769e-01 1.00000e+00 9.96240e-01 1.00000e+00 9.43188e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99992e-01
1.297344064e+03 9.58885e-01 9.99994e-01 9.99347e-01 1.00000e+00 9.96135e-01 1.00000e+00 9.63247e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99992e-01
1.297341469e+03 9.68814e-01 9.99994e-01 9.99625e-01 1.00000e+00 9.96019e-01 1.00000e+00 9.73065e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99992e-01
1.297338875e+03 9.75446e-01 9.99994e-01 9.99824e-01 1.00000e+00 9.95890e-01 1.00000e+00 9.79657e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99992e-01
1.297336280e+03 9.80033e-01 9.99994e-01 9.99856e-01 1.00000e+00 9.95744e-01 1.00000e+00 9.84377e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99992e-01
1.297333685e+03 9.82694e-01 9.99994e-01 9.99835e-01 1.00000e+00 9.95578e-01 1.00000e+00 9.87236e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99992e-01
1.297331091e+03 9.84313e-01 9.99994e-01 9.99744e-01 1.00000e+00 9.95389e-01 1.00000e+00 9.89141e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99992e-01
1.297328496e+03 9.85110e-01 9.99993e-01 9.99395e-01 9.99999e-01 9.95171e-01 1.00000e+00 9.90505e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99992e-01
1.297325901e+03 9.85839e-01 9.99993e-01 9.99361e-01 9.99998e-01 9.94917e-01 1.00000e+00 9.91526e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99992e-01
1.297323307e+03 9.86703e-01 9.99993e-01 9.99744e-01 9.99993e-01 9.94618e-01 1.00000e+00 9.92318e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99992e-01
1.297320712e+03 9.87093e-01 9.99993e-01 9.99860e-01 9.99995e-01 9.94262e-01 1.00000e+00 9.92950e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99992e-01
1.297318117e+03 9.87234e-01 9.99992e-01 9.99912e-01 9.99999e-01 9.93830e-01 1.00000e+00 9.93467e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99992e-01
1.297315523e+03 9.87163e-01 9.99992e-01 9.99941e-01 9.99999e-01 9.93299e-01 1.00000e+00 9.93897e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99992e-01
1.297312928e+03 9.86880e-01 9.99992e-01 9.99957e-01 1.00000e+00 9.92633e-01 1.00000e+00 9.94263e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99992e-01
1.297310333e+03 9.86352e-01 9.99991e-01 9.99968e-01 1.00000e+00 9.91778e-01 1.00000e+00 9.94577e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99992e-01
1.297307739e+03 9.85511e-01 9.99991e-01 9.99975e-01 1.00000e+00 9.90653e-01 1.00000e+00 9.94851e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99992e-01
1.297305144e+03 9.84237e-01 9.99991e-01 9.99980e-01 1.00000e+00 9.89127e-01 1.00000e+00 9.95093e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99992e-01
1.297302550e+03 9.82317e-01 9.99990e-01 9.99983e-01 1.00000e+00 9.86982e-01 1.00000e+00 9.95308e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99992e-01
1.297299955e+03 9.79380e-01 9.99990e-01 9.99986e-01 1.00000e+00 9.83838e-01 1.00000e+00 9.95500e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99992e-01
1.297297360e+03 9.74733e-01 9.99989e-01 9.99988e-01 1.00000e+00 9.78997e-01 1.00000e+00 9.95675e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99992e-01
1.297294766e+03 9.67003e-01 9.99989e-01 9.99990e-01 1.00000e+00 9.71079e-01 1.00000e+00 9.95833e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99992e-01
1.297292171e+03 9.52985e-01 9.99988e-01 9.99991e-01 1.00000e+00 9.56861e-01 1.00000e+00 9.95978e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99992e-01
